Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date,Date,USD_KES_Rate,CBR_Rate,Remittance_M_USD,CPI_Index
0152 Bed Apartment with En Suite in Westlands Area,12000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
032 Bed Apartment with En Suite in Kilimani2 Bed A,8000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago131 Bed Apartment with En Suite in West,4000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago102 Bed Apartment with En Suite in West,8000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago13Serviced 1 Bed Apartment with En Suit,8000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago191 Bed Apartment with En Suite in Kili,6000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago121 Bed Apartment with En Suite in West,4500000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago131 Bed Apartment with En Suite in Kile,3000000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago132 Bed Apartment with En Suite in Kile,6000000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago91 Bed Apartment with En Suite in Kilel,5000000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago82 Bed Apartment with En Suite in Lavin,3000000,1 bedroom apartment for sale in Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago92 Bed Apartment with En Suite in Lavin,8500000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago142 Bed Apartment with En Suite in West,7000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with En Suite in Westlands Area,6800000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
073 Bed Apartment with En Suite in Westlands Area3,18000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Mandera Road3 ,32000000,Kileleshwa,3.0,3.0,270,2026-06-02,2026-06-02,129.491871,10,,
013Furnished 2 Bed Apartment with En Suite in Kile,6000000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with Swimming Pool in Westlands ,5000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite in Westlands Area,10000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Kileleshwa Mander,21000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite in Lavington2 Bed,9000000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite in Lavington1 Bed,5000000,Lavington,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite in Kilimani3 Bed ,10000000,3 bedroom apartment for sale in Kilimani,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0172 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,Kilimani,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite in Kileleshwa1 Be,3000000,Kileleshwa,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0113 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0164 Bed Apartment with En Suite in Kileleshwa4 Be,13000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite in Lavington2 Bed,6000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0151 Bed Apartment with En Suite in Kilimani1 Bed ,3000000,1 bedroom apartment for sale in Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0151 Bed Apartment with En Suite in Lavington1 Bed,3000000,1 bedroom apartment for sale in Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0174 Bed Apartment with En Suite in Kileleshwa4 Be,13500000,4 bedroom apartment for sale in Kileleshwa,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0174 Bed Apartment with En Suite in Kilimani4 Bed ,13500000,4 bedroom apartment for sale in Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite in Westlands Area,4000000,1 bedroom apartment for sale in Westlands,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite in Westlands Area,9000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite in Westlands Area,13000000,3 bedroom apartment for sale in Westlands,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0175 Bed Apartment with En Suite at General Mathen,47000000,"Spring Valley, Westlands",5.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Mandera Road3 Bed,32000000,Kileleshwa,3.0,3.0,270,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with Swimming Pool in Kileleshw,9000000,Kileleshwa,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite in Lavington3 Bed,6000000,Kileleshwa,2.0,2.0,240,2026-06-02,2026-06-02,129.491871,10,,
Furnished 3 Bed Apartment with En Suite at Tebere ,30000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool in Lavington2 B,10000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite at Rhapta Road2 B,13500000,"Westlands Area, Westlands",2.0,2.0,81,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Rhapta Road1 Bed ,11500000,"Westlands Area, Westlands",1.0,1.0,57,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with En Suite at Rhapta Road1 B,20000000,Kileleshwa,4.0,5.0,81,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Wood Avenue Kilim,6900000,Kilimani,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with En Suite at Wood Avenue Ki,6900000,Kilimani,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Githunguri Road4 ,29000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Githunguri Roa,29000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Kileleshwa Mander,41000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Kileleshwa Man,41000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite at Othaya Road3 B,24000000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Valley Arcade4 Be,29000000,Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0164 Bed Apartment with En Suite at Valley Arcade4,29000000,Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite at Othaya Road3 B,27500000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 1 Bed Apartment with En Suite at GigiriF,14000000,"Gigiri, Westlands",1.0,1.0,3492,2026-06-02,2026-06-02,129.491871,10,,
06Furnished 1 Bed Apartment with En Suite at Gigir,14000000,"Gigiri, Westlands",1.0,1.0,3492,2026-06-02,2026-06-02,129.491871,10,,
0154 Bed Apartment with En Suite in Kileleshwa4 Be,13000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
1173 Bed Apartment with En Suite in Kilimani3 Bed ,10000000,3 bedroom apartment for sale in Kilimani,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite in Muthaiga3 Bed Apa,40000000,Muthaiga,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite in Muthaiga3 Bed A,40000000,Muthaiga,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0131 Bed Apartment with En Suite in Lavington1 Bed,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0154 Bed Apartment with En Suite in Lavington4 Bed,13000000,Lavington,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite in Kilimani3 Bed ,12000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite in Kilimani2 Bed ,10700000,Kilimani,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Jalaram Road3 Bed,19500000,"Westlands Area, Westlands",3.0,3.0,150,2026-06-02,2026-06-02,129.491871,10,,
020Furnished 2 Bed Apartment with En Suite at West,28000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
06Studio Apartment with Swimming Pool at Nairobi-W,3500000,Modern Apartment for sale in Nairobi West,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Parklands Road3 B,18000000,"Parklands, Westlands",3.0,3.0,140,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite at Parklands Road,18000000,"Parklands, Westlands",3.0,3.0,140,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at 4Th Parklands3 Be,17000000,"Parklands, Westlands",34.0,3.0,159,2026-06-02,2026-06-02,129.491871,10,,
0173 Bed Apartment with En Suite at 4Th Parklands3,17000000,"Parklands, Westlands",34.0,3.0,159,2026-06-02,2026-06-02,129.491871,10,,
0144 Bed Apartment with En Suite in Westlands Area,18000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Gigiri3 Bed Apart,15900000,"Gigiri, Westlands",3.0,3.0,101,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite at Gigiri3 Bed Ap,15900000,"Gigiri, Westlands",3.0,3.0,101,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Kirawa Road2 Bed ,12000000,"Kitisuru, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Kirawa Road2 B,12000000,"Kitisuru, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0113 Bed Apartment with En Suite in Lavington3 Bed,9000000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite in Kilimani3 Bed ,10000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0113 Bed Apartment with En Suite in Kilimani3 Bed ,11000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment in Thika Road3 Bed Apartment in Th,14500000,Apartment for Sale off Thika Road,3.0,,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment in Thika Road3 Bed Apartment in ,14500000,Apartment for Sale off Thika Road,3.0,,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment in Parklands3 Bed Apartment in ,22000000,"Parklands, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Kilimani1 Bed A,4000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with En Suite in Kilimani1 Bed ,13000000,Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with En Suite in Westlands Area2,8000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Westlands Area1,4900000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
034 Bed Apartment with En Suite in Westlands Area4,40000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite in Lavington3 Bed ,15000000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite in Kileleshwa3 Bed,23000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool at Nairobi-Wes,3500000,Modern Apartment for sale in Nairobi West,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 2 Bed Apartment with En Suite at Westlan,28000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0122 Bed Apartment with Swimming Pool in Lavington,10000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0143 Bed Apartment with En Suite at Jalaram Road3 ,19500000,"Westlands Area, Westlands",3.0,3.0,150,2026-06-02,2026-06-02,129.491871,10,,
052 Bed Apartment with Swimming Pool in General Ma,24500000,"General Mathenge, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in General Mathenge4,68000000,"General Mathenge, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in General Matheng,68000000,"General Mathenge, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Westlands Area4,68000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with En Suite in Westlands Area,5700000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 2 Bed Apartment with En Suite in Lavingt,10000000,Lavington,2.0,,,2026-06-02,2026-06-02,129.491871,10,,
011Furnished 2 Bed Apartment with En Suite in Lavi,10000000,Lavington,2.0,,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with Swimming Pool in Kil,8500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
011Serviced 1 Bed Apartment with Swimming Pool in ,8500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
062 Bed Apartment with En Suite in Kilimani2 Bed A,8000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite in Kilimani3 Bed A,11000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite in Kilimani2 Bed A,9000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with En Suite in Lavington1 Bed,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0134 Bed Apartment with En Suite in Kileleshwa4 Be,20000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
052 Bed Apartment with En Suite in Lavington2 Bed ,8500000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Riverside1 Bed ,8300000,"Riverside, Westlands",1.0,1.0,62,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Off Church Road3 ,22000000,"Westlands Area, Westlands",3.0,4.0,240,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite at Off Church Roa,22000000,"Westlands Area, Westlands",3.0,4.0,240,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Tebere Creasent3 ,29000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Tebere Creasen,29000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago111 Bed Apartment with En Suite in West,4000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
020Furnished 3 Bed Apartment with En Suite at Tebe,30000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0111 Bed Apartment with Swimming Pool in Lavington,7500000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0192 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool in General Math,24500000,"General Mathenge, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment with En Suite in Lavington3 Bed,15000000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in Lower Kabete4 Bed,68000000,"Lower Kabete, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0181 Bed Apartment with En Suite in Lavington1 Bed,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Sports R,7800000,"Westlands Area, Westlands",1.0,1.0,67,2026-06-02,2026-06-02,129.491871,10,,
113Serviced 1 Bed Apartment with En Suite at Sport,7800000,"Westlands Area, Westlands",1.0,1.0,67,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Matundu Clos,5000000,Modern Offplan Apartments for Sale in Westlands...,1.0,1.0,36,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with Swimming Pool at Matundu Cl,5000000,Modern Offplan Apartments for Sale in Westlands...,1.0,1.0,36,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Brookside Dr,8100000,Modern Luxury in the heart of Westlands,1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with Swimming Pool at Brookside ,8100000,Modern Luxury in the heart of Westlands,1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
064 Bed Apartment with En Suite in Kileleshwa4 Bed,20000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Brookside Dr,15400000,"Westlands Area, Westlands",2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with Swimming Pool at Brookside ,15400000,"Westlands Area, Westlands",2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite in Mombasa Road2 Bed,26000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite in Mombasa Road2 B,26000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Brookside Drive3 ,22800000,"Westlands Area, Westlands",3.0,3.0,180,2026-06-02,2026-06-02,129.491871,10,,
073 Bed Apartment with En Suite at Brookside Drive,22800000,"Westlands Area, Westlands",3.0,3.0,180,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite in Westlands Area,9000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0181 Bed Apartment with En Suite in Kilimani1 Bed ,5500000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite in Kilimani3 Bed ,10500000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with Swimming Pool in Wes,10320000,Serviced Apartments For Sale in Westlands,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
016Serviced 1 Bed Apartment with Swimming Pool in ,10320000,Serviced Apartments For Sale in Westlands,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in Spring Valley4 Be,68000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Spring Valley4 ,68000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite in Westlands Area2,9000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Lower Kabete4 B,68000000,"Lower Kabete, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago94 Bed Apartment with En Suite in Westl,18000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago171 Bed Apartment with En Suite in Kili,3000000,1 bedroom apartment for sale in Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0124 Bed Apartment with En Suite in Kileleshwa4 Be,5500000,Lavington,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago122 Bed Apartment with En Suite at Kili,9500000,Kilimani,2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Githunguri R,6500000,Kileleshwa,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool in KilimaniStu,3700000,Studio Apartment with Swimming Pool in Kilimani,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago16Studio Apartment with Swimming Pool i,3700000,Studio Apartment with Swimming Pool in Kilimani,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool in Kilimani1 Be,6100000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago161 Bed Apartment with Swimming Pool in,6100000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago162 Bed Apartment with En Suite in Kili,9200000,Kilimani,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago191 Bed Apartment with En Suite in West,7900000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago171 Bed Apartment with En Suite in West,6000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago162 Bed Apartment with En Suite in West,13000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Kilimani Area2 Be,9500000,Kilimani,2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
04 days ago122 Bed Apartment with En Suite in Kile,8900000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago71 Bed Apartment with En Suite in Kilel,4000000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Westlands4 Bed Ap,24000000,4-bedroom apartment for sale in Westlands Nairo...,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago164 Bed Apartment with En Suite at West,24000000,4-bedroom apartment for sale in Westlands Nairo...,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago193 Bed Apartment with En Suite in West,24000000,"Westlands Area, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago101 Bed Apartment with En Suite in Kili,5800000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago102 Bed Apartment with En Suite in Kili,8000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago91 Bed Apartment with En Suite in Kilim,9700000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Muchai Drive,5600000,1 bedroom apartment for sale in Kilimani,1.0,1.0,4615,2026-06-02,2026-06-02,129.491871,10,,
04 days ago122 Bed Apartment with En Suite in Lavi,8000000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago82 Bed Apartment with En Suite in Lavin,8000000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago72 Bed Apartment with En Suite in Kilel,7200000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago134 Bed Apartment with En Suite in Kile,20000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Siaya Road2 ,9900000,Kileleshwa,2.0,2.0,105,2026-06-02,2026-06-02,129.491871,10,,
04 days ago121 Bed Apartment with En Suite in Kili,4000000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago151 Bed Apartment with En Suite in West,8000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago91 Bed Apartment with En Suite in Westl,6000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Ring Road Parklan,13800000,"General Mathenge, Westlands",2.0,2.0,109,2026-06-02,2026-06-02,129.491871,10,,
05 days ago112 Bed Apartment with En Suite at Ring,13800000,"General Mathenge, Westlands",2.0,2.0,109,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Wood Avenue2 Bed ,7300000,Kilimani,2.0,2.0,75,2026-06-02,2026-06-02,129.491871,10,,
05 days ago182 Bed Apartment with En Suite at Wood,7300000,Kilimani,2.0,2.0,75,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Kileleshwa1 Bed A,5300000,Kileleshwa,1.0,1.0,72,2026-06-02,2026-06-02,129.491871,10,,
05 days ago151 Bed Apartment with En Suite at Kile,5300000,Kileleshwa,1.0,1.0,72,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Upper Hill1 Bed A,6600000,Upper Hill,1.0,1.0,57,2026-06-02,2026-06-02,129.491871,10,,
05 days ago141 Bed Apartment with En Suite at Uppe,6600000,Upper Hill,1.0,1.0,57,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Muthithi Road1 Be,8150000,"Westlands Area, Westlands",1.0,1.0,58,2026-06-02,2026-06-02,129.491871,10,,
05 days ago141 Bed Apartment with En Suite at Muth,8150000,"Westlands Area, Westlands",1.0,1.0,58,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Prof Wangari Math,6600000,"Parklands, Westlands",1.0,1.0,59,2026-06-02,2026-06-02,129.491871,10,,
04 days ago111 Bed Apartment with En Suite at Prof,6600000,"Parklands, Westlands",1.0,1.0,59,2026-06-02,2026-06-02,129.491871,10,,
14 days ago153 Bed Apartment with En Suite in Kili,10500000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago132 Bed Apartment with En Suite at Kili,10300000,Kilimani,2.0,2.0,114,2026-06-02,2026-06-02,129.491871,10,,
